 0 , 0.710588
 1 , 0.790868
 2 , 0.935272
 3 , 0.776574
 4 , 0.701239
 5 , 0.788997
 6 , 0.803949
 7 , 0.842509
 8 , 0.552996
 9 , 0.676816
 10 , 0.556737
 11 , 0.622648
 12 , 0.726269
 13 , 0.304851
 14 , 0.363580
 15 , 0.518234
 16 , 0.520939
 17 , 0.469975
 18 , 0.650041
 19 , 0.502632
 20 , 0.793125
 21 , 0.585597
 22 , 0.629687
 23 , 0.549633
 24 , 0.365584
 25 , 0.221466
 26 , 0.506253
 27 , 0.519218
 28 , 0.542824
 29 , 0.260007
 30 , 0.334657
 31 , 0.523666
 32 , 0.355220
 33 , 0.445114
 34 , 0.344302
 35 , 0.383727
 36 , 0.539852
 37 , 0.724216
 38 , 0.274659
 39 , 0.476902
 40 , 0.176977
 41 , 0.148974
 42 , 0.387173
 43 , 0.306429
 44 , 0.451463
 45 , 0.251389
 46 , 0.334947
 47 , 0.653272
 48 , 0.595352
 49 , 0.641758
 50 , 0.611063
 51 , 0.386670
 52 , 0.237906
 53 , 0.271317
 54 , 0.627759
 55 , 0.499562
 56 , 0.892546
 57 , 0.489655
 58 , 0.523583
 59 , 0.179450
 60 , 0.155153
 61 , 0.267127
 62 , 0.331370
 63 , 0.365601
 64 , 0.586384
 65 , 0.757151
 66 , 0.378931
 67 , 0.442133
 68 , 0.027533
 69 , 0.408553
 70 , 0.513318
 71 , 0.601509
 72 , 0.461750
 73 , 0.362014
 74 , 0.527899
 75 , 0.366273
 76 , 0.634201
 77 , 0.240622
 78 , 0.287467
 79 , 0.064524
 80 , 0.749531
 81 , 0.518207
 82 , 0.428326
 83 , 0.157324
 84 , 0.166072
 85 , 0.587071
 86 , 0.192172
 87 , 0.164189
 88 , 0.498340
 89 , 0.604933
 90 , 0.527894
 91 , 0.065463
 92 , 0.260445
 93 , 0.151316
 94 , 0.001871
 95 , 0.079439
 96 , 0.178552
 97 , 0.327097
 98 , 0.348459
 99 , 0.345586
 100 , 0.188150
 101 , 0.149384
 102 , 0.428847
 103 , 0.579625
 104 , 0.143459
 105 , 0.619403
 106 , 0.047952
 107 , 0.646296
 108 , 0.171606
 109 , 0.222452
 110 , 0.345948
 111 , 0.427916
 112 , 0.219989
 113 , 0.436611
 114 , 0.904145
 115 , 0.061712
 116 , 0.297649
 117 , 0.748902
 118 , 0.305588
 119 , 0.366201
 120 , 0.237955
 121 , 0.059243
 122 , 0.297797
 123 , 0.176627
 124 , 0.343015
 125 , 0.358724
 126 , 0.519081
 127 , 0.371712
 128 , 0.550087
 129 , 0.458364
 130 , 0.705001
 131 , 0.037627
 132 , 0.166555
 133 , 0.443175
 134 , 0.397343
 135 , 0.299989
 136 , 0.178535
 137 , 0.054301
 138 , 0.316107
 139 , 0.532797
 140 , 0.476628
 141 , 0.017824
 142 , 0.349582
 143 , 0.059025
 144 , 0.354283
 145 , 0.028846
 146 , 0.368390
 147 , 0.094493
 148 , 0.162273
 149 , 0.243723
