 0 , 0.689745
 1 , 0.800604
 2 , 0.926660
 3 , 0.746835
 4 , 0.696606
 5 , 0.767539
 6 , 0.795272
 7 , 0.765998
 8 , 0.531364
 9 , 0.655870
 10 , 0.522743
 11 , 0.586611
 12 , 0.713061
 13 , 0.342951
 14 , 0.253677
 15 , 0.458838
 16 , 0.532214
 17 , 0.459446
 18 , 0.594160
 19 , 0.429163
 20 , 0.760534
 21 , 0.549126
 22 , 0.606211
 23 , 0.497371
 24 , 0.329820
 25 , 0.466408
 26 , 0.480113
 27 , 0.421426
 28 , 0.377029
 29 , 0.288796
 30 , 0.248387
 31 , 0.487317
 32 , 0.367255
 33 , 0.396115
 34 , 0.364499
 35 , 0.490380
 36 , 0.457420
 37 , 0.617044
 38 , 0.278442
 39 , 0.364645
 40 , 0.255838
 41 , 0.192300
 42 , 0.360395
 43 , 0.274372
 44 , 0.445901
 45 , 0.301173
 46 , 0.387982
 47 , 0.515971
 48 , 0.515126
 49 , 0.625433
 50 , 0.504412
 51 , 0.380174
 52 , 0.188949
 53 , 0.268689
 54 , 0.671699
 55 , 0.474369
 56 , 0.853549
 57 , 0.394089
 58 , 0.403696
 59 , 0.285716
 60 , 0.123282
 61 , 0.284663
 62 , 0.272956
 63 , 0.159348
 64 , 0.501457
 65 , 0.669398
 66 , 0.335042
 67 , 0.370766
 68 , 0.044142
 69 , 0.356712
 70 , 0.396487
 71 , 0.537261
 72 , 0.312970
 73 , 0.212468
 74 , 0.481632
 75 , 0.389203
 76 , 0.653981
 77 , 0.336075
 78 , 0.467285
 79 , 0.224113
 80 , 0.738317
 81 , 0.371079
 82 , 0.221544
 83 , 0.103810
 84 , 0.243408
 85 , 0.550554
 86 , 0.068113
 87 , 0.074401
 88 , 0.405749
 89 , 0.548744
 90 , 0.488734
 91 , 0.002968
 92 , 0.283694
 93 , 0.110378
 94 , 0.003216
 95 , 0.038349
 96 , 0.172530
 97 , 0.125257
 98 , 0.092111
 99 , 0.226525
 100 , 0.121467
 101 , 0.106242
 102 , 0.111200
 103 , 0.259320
 104 , 0.167619
 105 , 0.572958
 106 , 0.085177
 107 , 0.593363
 108 , 0.113999
 109 , 0.472740
 110 , 0.157259
 111 , 0.239998
 112 , 0.095890
 113 , 0.602582
 114 , 0.784800
 115 , 0.056920
 116 , 0.320430
 117 , 0.656625
 118 , 0.052772
 119 , 0.391771
 120 , 0.457381
 121 , 0.053473
 122 , 0.287326
 123 , 0.120601
 124 , 0.282644
 125 , 0.299637
 126 , 0.528686
 127 , 0.368603
 128 , 0.412256
 129 , 0.251025
 130 , 0.605147
 131 , 0.006136
 132 , 0.422810
 133 , 0.194454
 134 , 0.157909
 135 , 0.183527
 136 , 0.073771
 137 , 0.012428
 138 , 0.284166
 139 , 0.287811
 140 , 0.337608
 141 , 0.043351
 142 , 0.267952
 143 , 0.017651
 144 , 0.237663
 145 , 0.000000
 146 , 0.186807
 147 , 0.013111
 148 , 0.066489
 149 , 0.160654
